STUDENT_NO,DEPARTMENT_NO,STUDENT_NAME,STUDENT_SSN,STUDENT_ADDRESS,ENTRANCE_DATE,ABSENCE_YN,COACH_PROFESSOR_NO
A531145,041,박선일,850623-2116230,"의정부시 호원동 459-7 오륜빌딩 호원제일의원",2005-03-01,N,P072
A531193,038,양선주,850703-2121753,경기도안양시만안구박달동107벽산@101-1801,2005-03-01,N,P055
A531218,047,유선주,850310-2151211,서울노원구중계동양지대림아파트103-704,2005-03-01,N,NULL
A531227,027,이선호,850918-2140973,"서울시 은평구 응암4동 694-1 우성ⓐ 102/1305",2005-03-01,N,P026
A531255,043,이선화,870511-2148515,"서울시 관악구 신림9동 28-9신동아@905호",2005-03-01,N,NULL
A531294,034,장미희,850602-2102163,"부산광역시 진구 전포2동 156-8",2005-03-01,N,P004
A531329,004,조미정,870303-2139571,"경기도 성남시 분당구 구미동111 그랜드빌 408-203",2005-03-01,N,P001
A531335,060,조성민,870608-1140410,서울송파구문정동훼미리아파트227-103,2005-03-01,N,P053
A531339,042,조미지,850421-2137939,"인천광역시 부평구 부평3동 283-112번지",2005-03-01,N,P003
A546059,035,조자현,871029-2176437,충북청주시상당구탑동44현대아파트104-604,2005-03-01,N,P101
A547002,051,강윤솔,861225-2138501,"전주시 우아동 럭키ⓐ 7/704",2005-03-01,Y,P011
A547010,017,김윤장,871107-1137147,"전주시 인후동1가 898-3 갈보리교회",2005-03-01,N,P035
A547015,046,김윤정,851129-2118794,전북전주시완산구효자동1가622-6,2005-03-01,N,P063
A547017,003,김윤정,860505-2166824,전북익산시영등동714-1영등신일아파트104동1011호,2005-03-01,N,P106
A547033,015,유윤주,870215-2133707,"전주시 완산구 다가동3가 88 성우비디오",2005-03-01,N,P109
A547035,031,유윤주,851019-2151163,전북전주시완산구동완동408-1,2005-03-01,N,P030
A547038,027,윤윤진,850604-2150209,전주시완산구효자동1가654-2쌍용모악파크빌라502-1305,2005-03-01,N,P056
A547056,049,정윤진,871212-2125438,"경기도 부천시 오정구 원종1동 산27-1 문화ⓐ 307호",2005-03-01,N,P022
A547060,027,조윤진,861125-2178975,경기성남시분당구야탑동536탑마을102-704,2005-03-01,N,P077
A547064,029,주윤진,851028-1140536,서울동대문구답십리동29-42,2005-03-01,N,P052
A551005,044,김은일,860406-1100044,경기수원시영통구매탄동810-1현대아파트102-1502,2005-03-01,N,P016
A551008,061,박은정,860605-2151070,경기고양시일산구일산동1601-1,2005-03-01,N,P006
A551015,008,백은철,860914-1176497,"서울시 동작구 노량진동 신동아리버파크 706-1215",2005-03-01,Y,P099
A551026,060,이은혜,850813-2178245,"경기도 고양시 일산구 일산3동 현대A 303-1404",2005-03-01,N,P027
A551036,010,정의재,850107-1126461,"서울시 강남구 삼성동 9-75 401호",2005-03-01,N,P011
A551040,003,조의조,850101-2150027,인천시부평구산곡동경남@102-1507,2005-03-01,N,P094
A551043,034,최이봄,870916-2173437,경기도안양시동안구호계동1121샘마을한양@118동1002호,2005-03-01,Y,P085
A551044,058,한이정,870330-2178664,"경기도 부천시 원미구 도당동274청운연립가동201호",2005-03-01,N,P030
A554011,021,오재진,871115-1109926,경기도분당구야탑동장미마을현대@805-304,2005-03-01,N,P083
A556015,026,유광규,850304-1163939,"서울시 송파구 풍납동 506 동아한가람아파트 105-1402호",2005-03-01,N,P080
A556039,055,한성호,850518-1101618,"전남 곡성군 옥과면 옥과리 산85 전남과학대 정보통신과??",2005-03-01,Y,P022
A557004,045,김정명,870618-1126403,NULL,2005-03-01,N,P048
A557009,022,김정민,851019-1177341,"서울시 강남구 대치2동 은마 @ 27-901",2005-03-01,N,P006
A557027,057,양정민,860930-1130886,"경기도 성남시 분당구 정자동 정든마을 한진ⓐ 702/602",2005-03-01,N,P067
A557031,059,이정범,860523-1128964,"인천시 북구부개403-756동496 주공ⓐ 110/302",2005-03-01,N,P028
A558039,040,한성철,861210-1172118,"광주시 동구 학동 현대ⓐ 102/106",2005-03-01,N,P076
A571006,020,김정현,860301-2151581,"서울시 영등포구 신길6동 우성@305-207",2005-03-01,N,P046
A572006,021,김영준,860413-1108809,"경기도 성남시 분당구 구미동 까치마을 신원@306-204",2005-03-01,N,P046
A572024,041,임영진,850715-1100699,서울양천구신월동143-14,2005-03-01,N,P028
A573003,036,김용현,850106-1101501,"전남 목포시 용당2동 183번지 문태고등학교",2005-03-01,N,P021
A573004,054,김우빈,860110-1114071,전남완도군노화읍고막리394,2005-03-01,N,P102
A573025,012,윤우석,851102-1160723,전남여수시여서동금호@7-104,2005-03-01,N,P011
A586022,058,김지혜,871225-2146838,"인천서구 마전동 현대아파트 103-1502",2005-03-01,N,P020
A611030,054,김진호,871013-1140536,"경기 부천시 원미구 상동 다정한마을 2130-1104",2006-03-01,Y,P012
A611065,040,김창미,871215-1164167,"서울 금천구 시흥동 삼익아파트 105-2001",2006-03-01,N,P022
A611106,023,박창진,860702-1121118,"서울 관악구 신림동 1703 건영아파트 4-403",2006-03-01,N,P006
A611170,023,안창현,880621-1175296,"경기 수원시 팔달구 인계동 선경3차아파트 302-1401",2006-03-01,N,P054
A611202,036,이창환,870319-1143301,"서울 강서구 외발산동 221 파인캐슬 102",2006-03-01,Y,P062
A612025,033,김광인,870712-1122991,"서울시 송파구 마천2동 금호베스트빌아파트 103-104호",2006-03-01,N,P030
A612052,059,신광현,870103-1144062,"서울시 강남구 역삼2동 역삼푸르지오 101- 301호",2006-03-01,N,P082
A612055,031,염광훈,870702-1137617,"경기도 고양시 일산동구 마두동 755 백마삼성아파트 114-1002호",2006-03-01,N,P021
A615053,057,김지홍,880518-2164626,"경기 고양시 덕양구 화정동 951 별빛마을 1012-505",2006-03-01,N,P080
A615055,034,김지환,860913-1132665,"서울 은평구 응암동 53-13",2006-03-01,N,P111
A615059,025,김지훈,880909-1152399,NULL,2006-03-01,N,P061
A615246,006,황진석,860114-1113205,"서울시 양천구 신월5동 24-8",2006-03-01,Y,P016
A617031,023,김아연,870423-2148218,"전주시 덕진구 서신동 5-10 롯데ⓐ 105동 1505호",2006-03-01,N,P029
A617149,048,정애리,880619-2178428,전북정읍시상동110현대아파트103-802,2006-03-01,N,P092
A631310,056,정성배,860116-1122751,서울동작구흑석동한강현대@110-1302,2006-03-01,N,P047
A631354,035,최성빈,860206-1114760,"서울시 서초구 서초2동 1336 우성@ 6-1103",2006-03-01,N,P051
A631359,008,최민건,870707-1133113,"경기도 성남시 수정구 신흥3동 4212-1 3층",2006-03-01,N,P042
A631380,009,한민우,881118-1163688,"경기도 부천시 소사구 송내동 뉴서울시아파트 106-1602호",2006-03-01,N,P049
A641027,014,릴희권,871222-1124648,NULL,2006-03-01,Y,P029
A641040,047,안희근,870618-1104772,"경기도 수원 영통구 매탄동 1280 주공그린빌 402동504호",2006-03-01,N,P087
A642034,020,최철현,870309-1177347,"경기 성남시 분당구 구미동 까치마을 409-2104",2006-03-01,N,P033
A643006,006,나세진,880519-1127075,"전북 익산시 모현동 1가 현대4차@ 402/304",2006-03-01,N,P005
A646132,038,정영철,870201-1120065,"경기도 과천시 중앙동1번지 정부과천청사법무부 법무과",2006-03-01,Y,P059
A646153,027,황예림,870827-1125599,"서울시 노원구 하계2동 270 현대@109동303호",2006-03-01,N,P077
A650002,014,김윤창,870520-1171035,서울강서구등촌동701미주아파트106-703,2006-03-01,Y,P003
A656014,056,박구영,870304-1132497,"서울시 송파구 방이동 올림픽아파트 101-501호",2006-03-01,N,P103
A671040,007,전정호,860405-1103071,충북청주시흥덕구모충동492금호타운101-1305,2006-03-01,N,P042
A672024,034,안영철,880606-1145235,서울시양천구신월3동43-3,2006-03-01,N,P012
A674033,041,최세정,860225-2139170,"전주시 완산구 평화동 코오롱ⓐ 3동 406호",2006-03-01,N,P071
